"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude"
"OMG. YES. <ed><U+00A0><U+00BE><ed><U+00B4><U+0096><ed><U+00A0><U+00BD><ed><U+00B4><U+00A9><ed><U+00A0><U+00BD><ed><U+00B4><U+00A7><ed><U+00A0><U+00BD><ed><U+00BA><U+0080><ed><U+00A0><U+00BC><ed><U+00BE><U+0089> https://t.co/2iIjQFqGWC";FALSE;1;NA;2018-04-20 21:49:48;FALSE;NA;"987448272666087426";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"RachelYang_";0;FALSE;FALSE;NA;NA
"RT @wef: Don't expect them to be that chatty on your lunch break. Learn more: https://t.co/DtPc0Ulojx https://t.co/AuzPcN7JAx";FALSE;0;NA;2018-04-20 21:49:48;FALSE;NA;"987448271269519361";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"MahmoudBizerte";521;TRUE;FALSE;NA;NA
"Chinese factories deploy AI to grow more than 6 billion roaches a year https://t.co/2iezV0jn2T";FALSE;0;NA;2018-04-20 21:49:45;FALSE;NA;"987448258669809665";NA;"<a href=\"https://ifttt.com\" rel=\"nofollow\">IFTTT</a>";"BobbieHollowell";0;FALSE;FALSE;NA;NA
"RT @TheNextWeb: Chinese factories deploy AI to grow more than 6 billion roaches a year https://t.co/D4FtHr27lw";FALSE;0;NA;2018-04-20 21:49:44;FALSE;NA;"987448252977922048";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"cockydooody";7;TRUE;FALSE;NA;NA
"RT @McKinsey_MGI: The sectors with the biggest potential value from #AI:
<ed><U+00A0><U+00BD><ed><U+00BB><U+008D><U+FE0F> #Retail
<ed><U+00A0><U+00BD><ed><U+00BA><U+00A2> #Transport and #logistics
<ed><U+00A0><U+00BC><ed><U+00BF><U+00A8> #Travel
New #research fro…";FALSE;0;NA;2018-04-20 21:49:42;FALSE;NA;"987448248016232449";NA;"<a href=\"http://www.wiomax.com/AI\" rel=\"nofollow\">WioAI1</a>";"WIOMAX_PA";2;TRUE;FALSE;NA;NA
"Chinese factories deploy AI to grow more than 6 billion roaches a year https://t.co/mmcnxEg9h7 #Tech";FALSE;0;NA;2018-04-20 21:49:40;FALSE;NA;"987448239380148226";NA;"<a href=\"https://ifttt.com\" rel=\"nofollow\">IFTTT</a>";"gen_digital_ve";0;FALSE;FALSE;NA;NA
"Kai- Fu Lee, the Chinese rock star of #artificialintelligence https://t.co/yErRQWLfdW #ai https://t.co/1s6b9tRlaV";FALSE;0;NA;2018-04-20 21:49:37;FALSE;NA;"987448224431534081";NA;"<a href=\"http://t.co/ldfh3TuRfm\" rel=\"nofollow\">amazing-news</a>";"david_h_a_l";2;FALSE;FALSE;NA;NA
"First Artificial Intelligence Powered Job Market Place - Boon Tech https://t.co/SdoGrcq3Q5";FALSE;0;NA;2018-04-20 21:49:29;FALSE;NA;"987448192785637377";NA;"<a href=\"http://www.facebook.com/twitter\" rel=\"nofollow\">Facebook</a>";"Ruslikgym";0;FALSE;FALSE;NA;NA
"Chinese factories deploy AI to grow more than 6 billion roaches a year https://t.co/Jm50Z03Nph";FALSE;0;NA;2018-04-20 21:49:25;FALSE;NA;"987448177069559809";NA;"<a href=\"https://ifttt.com\" rel=\"nofollow\">IFTTT</a>";"mrrobertmaher";0;FALSE;FALSE;NA;NA
"Chinese factories deploy AI to grow more than 6 billion roaches a year https://t.co/mCywJXkxqm";FALSE;0;NA;2018-04-20 21:49:24;FALSE;NA;"987448170635546625";NA;"<a href=\"https://ifttt.com\" rel=\"nofollow\">IFTTT</a>";"iSanjayJoshi";0;FALSE;FALSE;NA;NA
